name,owner,stargazerCount,created_at,current_date,time_since_created_at_in_seconds,releases_count,url
android-maps-utils,googlemaps,3544,2013-05-17T00:08:48Z,2024-09-21 22:01:17.105717+00:00,358206749.105717,42,https://github.com/googlemaps/android-maps-utils
retrolambda,luontola,3544,2013-07-20T07:25:22Z,2024-09-21 22:01:17.105717+00:00,352650955.105717,0,https://github.com/luontola/retrolambda
floatingsearchview,arimorty,3543,2015-11-22T02:38:32Z,2024-09-21 22:01:17.105717+00:00,278796165.105717,0,https://github.com/arimorty/floatingsearchview
java,kubernetes-client,3543,2017-05-08T21:52:58Z,2024-09-21 22:01:17.105717+00:00,232675699.105717,46,https://github.com/kubernetes-client/java
AppUpdate,WVector,3541,2017-06-19T09:38:42Z,2024-09-21 22:01:17.105717+00:00,229090955.105717,3,https://github.com/WVector/AppUpdate
hackpad,dropbox,3538,2015-08-14T02:32:17Z,2024-09-21 22:01:17.105717+00:00,287436540.105717,0,https://github.com/dropbox/hackpad
spock,spockframework,3538,2010-12-12T19:02:34Z,2024-09-21 22:01:17.105717+00:00,434775523.105717,24,https://github.com/spockframework/spock
vertx-examples,vert-x3,3538,2015-02-24T17:42:44Z,2024-09-21 22:01:17.105717+00:00,302156313.105717,0,https://github.com/vert-x3/vertx-examples
RecyclerViewPager,lsjwzh,3533,2015-01-17T18:30:34Z,2024-09-21 22:01:17.105717+00:00,305436643.105717,10,https://github.com/lsjwzh/RecyclerViewPager
Store,nytimes,3528,2016-11-29T20:17:11Z,2024-09-21 22:01:17.105717+00:00,246505446.105717,0,https://github.com/nytimes/Store
shopizer,shopizer-ecommerce,3524,2012-11-21T03:42:39Z,2024-09-21 22:01:17.105717+00:00,373486718.105717,18,https://github.com/shopizer-ecommerce/shopizer
Music-Player,andremion,3519,2016-05-06T21:55:37Z,2024-09-21 22:01:17.105717+00:00,264384340.105717,2,https://github.com/andremion/Music-Player
tablesaw,jtablesaw,3519,2016-01-01T14:58:28Z,2024-09-21 22:01:17.105717+00:00,275295769.105717,79,https://github.com/jtablesaw/tablesaw
Android,hmkcode,3518,2013-09-02T16:12:28Z,2024-09-21 22:01:17.105717+00:00,348817729.105717,0,https://github.com/hmkcode/Android
jackson-databind,FasterXML,3514,2011-12-23T07:17:41Z,2024-09-21 22:01:17.105717+00:00,402331416.105717,0,https://github.com/FasterXML/jackson-databind
mlkit,googlesamples,3513,2020-05-28T21:40:38Z,2024-09-21 22:01:17.105717+00:00,136254039.105717,1,https://github.com/googlesamples/mlkit
OpenPDF,LibrePDF,3512,2016-07-11T15:50:34Z,2024-09-21 22:01:17.105717+00:00,258703843.105717,73,https://github.com/LibrePDF/OpenPDF
SwipeMenuListView,baoyongzhang,3508,2014-08-24T15:40:45Z,2024-09-21 22:01:17.105717+00:00,318061232.105717,2,https://github.com/baoyongzhang/SwipeMenuListView
RoaringBitmap,RoaringBitmap,3502,2013-06-17T20:29:23Z,2024-09-21 22:01:17.105717+00:00,355455114.105717,24,https://github.com/RoaringBitmap/RoaringBitmap
bundletool,google,3499,2018-05-04T07:24:09Z,2024-09-21 22:01:17.105717+00:00,201537428.105717,60,https://github.com/google/bundletool
GeekNews,codeestX,3495,2016-08-07T14:56:56Z,2024-09-21 22:01:17.105717+00:00,256374261.105717,0,https://github.com/codeestX/GeekNews
helidon,helidon-io,3490,2018-08-27T11:03:52Z,2024-09-21 22:01:17.105717+00:00,191588245.105717,106,https://github.com/helidon-io/helidon
BlurView,Dimezis,3489,2016-04-21T16:00:07Z,2024-09-21 22:01:17.105717+00:00,265701670.105717,28,https://github.com/Dimezis/BlurView
grpc-spring,grpc-ecosystem,3479,2016-12-30T09:06:15Z,2024-09-21 22:01:17.105717+00:00,243867302.105717,34,https://github.com/grpc-ecosystem/grpc-spring
LoadSir,KingJA,3472,2017-09-02T08:32:15Z,2024-09-21 22:01:17.105717+00:00,222614942.105717,6,https://github.com/KingJA/LoadSir
libstreaming,fyhertz,3472,2013-01-30T21:24:47Z,2024-09-21 22:01:17.105717+00:00,367374990.105717,0,https://github.com/fyhertz/libstreaming
JavaSourceCodeLearning,coderbruis,3471,2020-06-02T13:34:20Z,2024-09-21 22:01:17.105717+00:00,135851217.105717,0,https://github.com/coderbruis/JavaSourceCodeLearning
spotbugs,spotbugs,3460,2016-11-04T22:18:08Z,2024-09-21 22:01:17.105717+00:00,248658189.105717,64,https://github.com/spotbugs/spotbugs
PreviewSeekBar,rubensousa,3456,2017-01-24T23:52:44Z,2024-09-21 22:01:17.105717+00:00,241654113.105717,10,https://github.com/rubensousa/PreviewSeekBar
BottomNavigationViewEx,ittianyu,3455,2016-11-12T08:39:38Z,2024-09-21 22:01:17.105717+00:00,248016099.105717,19,https://github.com/ittianyu/BottomNavigationViewEx
Telegram-X,TGX-Android,3452,2021-08-17T17:09:25Z,2024-09-21 22:01:17.105717+00:00,97735912.105717,4,https://github.com/TGX-Android/Telegram-X
spring-cloud-kubernetes,spring-cloud,3452,2016-12-13T21:36:25Z,2024-09-21 22:01:17.105717+00:00,245291092.105717,17,https://github.com/spring-cloud/spring-cloud-kubernetes
SeeWeather,xcc3641,3448,2016-02-20T13:10:14Z,2024-09-21 22:01:17.105717+00:00,270982263.105717,2,https://github.com/xcc3641/SeeWeather
JavaEETest,lenve,3446,2016-12-13T02:13:58Z,2024-09-21 22:01:17.105717+00:00,245360839.105717,0,https://github.com/lenve/JavaEETest
SSM,crossoverJie,3444,2016-06-21T10:09:02Z,2024-09-21 22:01:17.105717+00:00,260452335.105717,10,https://github.com/crossoverJie/SSM
grobid,kermitt2,3438,2012-09-13T15:48:54Z,2024-09-21 22:01:17.105717+00:00,379404743.105717,21,https://github.com/kermitt2/grobid
ShadowLayout,lihangleo2,3438,2019-07-09T07:17:06Z,2024-09-21 22:01:17.105717+00:00,164299451.105717,27,https://github.com/lihangleo2/ShadowLayout
android-hidden-api,anggrayudi,3436,2015-09-16T11:58:33Z,2024-09-21 22:01:17.105717+00:00,284551364.105717,1,https://github.com/anggrayudi/android-hidden-api
AlgoDS,sherxon,3434,2016-12-16T17:01:22Z,2024-09-21 22:01:17.105717+00:00,245048395.105717,0,https://github.com/sherxon/AlgoDS
giffun,guolindev,3434,2019-01-28T05:11:00Z,2024-09-21 22:01:17.105717+00:00,178303817.105717,0,https://github.com/guolindev/giffun
initializr,spring-io,3430,2013-06-07T16:02:22Z,2024-09-21 22:01:17.105717+00:00,356335135.105717,16,https://github.com/spring-io/initializr
openhab1-addons,openhab,3427,2013-09-20T20:28:43Z,2024-09-21 22:01:17.105717+00:00,347247154.105717,14,https://github.com/openhab/openhab1-addons
immutables,immutables,3422,2013-07-07T13:48:23Z,2024-09-21 22:01:17.105717+00:00,353751174.105717,11,https://github.com/immutables/immutables
RxAndroidBle,dariuszseweryn,3420,2016-02-04T13:42:02Z,2024-09-21 22:01:17.105717+00:00,272362755.105717,58,https://github.com/dariuszseweryn/RxAndroidBle
Android-Week-View,alamkanak,3418,2014-09-17T10:07:12Z,2024-09-21 22:01:17.105717+00:00,316007645.105717,4,https://github.com/alamkanak/Android-Week-View
brigadier,Mojang,3418,2014-09-15T08:48:24Z,2024-09-21 22:01:17.105717+00:00,316185173.105717,3,https://github.com/Mojang/brigadier
fernflower,fesh0r,3412,2014-10-03T05:00:15Z,2024-09-21 22:01:17.105717+00:00,314643662.105717,0,https://github.com/fesh0r/fernflower
android-priority-jobqueue,yigit,3402,2014-06-20T00:12:45Z,2024-09-21 22:01:17.105717+00:00,323732912.105717,0,https://github.com/yigit/android-priority-jobqueue
ftgo-application,microservices-patterns,3400,2017-10-23T04:30:04Z,2024-09-21 22:01:17.105717+00:00,218223073.105717,0,https://github.com/microservices-patterns/ftgo-application
LQRWeChat,GitLqr,3397,2017-02-07T06:32:40Z,2024-09-21 22:01:17.105717+00:00,240506917.105717,0,https://github.com/GitLqr/LQRWeChat
migration,phodal,3396,2020-01-08T02:11:38Z,2024-09-21 22:01:17.105717+00:00,148506579.105717,0,https://github.com/phodal/migration
QNotified,ferredoxin,3394,2019-03-24T05:12:41Z,2024-09-21 22:01:17.105717+00:00,173551716.105717,28,https://github.com/ferredoxin/QNotified
kubernetes-client,fabric8io,3391,2015-07-09T15:43:13Z,2024-09-21 22:01:17.105717+00:00,290499484.105717,114,https://github.com/fabric8io/kubernetes-client
yacy_search_server,yacy,3383,2015-03-22T12:54:20Z,2024-09-21 22:01:17.105717+00:00,299927217.105717,0,https://github.com/yacy/yacy_search_server
android-butterknife-zelezny,avast,3380,2013-12-23T14:24:08Z,2024-09-21 22:01:17.105717+00:00,339147429.105717,8,https://github.com/avast/android-butterknife-zelezny
volley,google,3376,2017-01-24T17:39:33Z,2024-09-21 22:01:17.105717+00:00,241676504.105717,9,https://github.com/google/volley
AutoDispose,uber,3368,2016-12-22T18:46:11Z,2024-09-21 22:01:17.105717+00:00,244523706.105717,4,https://github.com/uber/AutoDispose
MyBatis-Spring-Boot,abel533,3366,2015-12-19T09:57:22Z,2024-09-21 22:01:17.105717+00:00,276437035.105717,0,https://github.com/abel533/MyBatis-Spring-Boot
akhq,tchiotludo,3360,2018-09-09T19:35:39Z,2024-09-21 22:01:17.105717+00:00,190434338.105717,41,https://github.com/tchiotludo/akhq
marshalsec,mbechler,3359,2017-05-22T11:43:57Z,2024-09-21 22:01:17.105717+00:00,231502640.105717,0,https://github.com/mbechler/marshalsec
BubbleSeekBar,woxingxiao,3356,2016-11-03T14:31:05Z,2024-09-21 22:01:17.105717+00:00,248772612.105717,12,https://github.com/woxingxiao/BubbleSeekBar
http-request,kevinsawicki,3353,2011-10-21T19:54:58Z,2024-09-21 22:01:17.105717+00:00,407729179.105717,0,https://github.com/kevinsawicki/http-request
logging-log4j2,apache,3350,2013-06-12T07:00:19Z,2024-09-21 22:01:17.105717+00:00,355935658.105717,9,https://github.com/apache/logging-log4j2
MyPerf4J,LinShunKang,3348,2018-03-11T09:58:44Z,2024-09-21 22:01:17.105717+00:00,206193753.105717,23,https://github.com/LinShunKang/MyPerf4J
syncthing-android,syncthing,3348,2014-02-22T17:15:19Z,2024-09-21 22:01:17.105717+00:00,333866758.105717,329,https://github.com/syncthing/syncthing-android
pdfsam,torakiki,3335,2013-09-24T11:06:13Z,2024-09-21 22:01:17.105717+00:00,346935304.105717,61,https://github.com/torakiki/pdfsam
DDComponentForAndroid,luojilab,3335,2017-09-07T05:48:44Z,2024-09-21 22:01:17.105717+00:00,222192753.105717,4,https://github.com/luojilab/DDComponentForAndroid
ScalingLayout,iammert,3332,2017-10-01T12:28:34Z,2024-09-21 22:01:17.105717+00:00,220095163.105717,4,https://github.com/iammert/ScalingLayout
archi,ivacf,3328,2015-09-11T16:13:34Z,2024-09-21 22:01:17.105717+00:00,284968063.105717,0,https://github.com/ivacf/archi
red5-server,Red5,3328,2013-11-19T05:04:10Z,2024-09-21 22:01:17.105717+00:00,342118627.105717,91,https://github.com/Red5/red5-server
Iris,IrisShaders,3321,2020-10-22T20:21:12Z,2024-09-21 22:01:17.105717+00:00,123558005.105717,139,https://github.com/IrisShaders/Iris
ffmpeg-android-java,cropsly,3321,2014-09-11T10:12:09Z,2024-09-21 22:01:17.105717+00:00,316525748.105717,8,https://github.com/cropsly/ffmpeg-android-java
FlatLaf,JFormDesigner,3315,2019-08-19T10:27:05Z,2024-09-21 22:01:17.105717+00:00,160745652.105717,82,https://github.com/JFormDesigner/FlatLaf
incubator-kie-optaplanner,apache,3315,2011-02-15T19:38:23Z,2024-09-21 22:01:17.105717+00:00,429157374.105717,4,https://github.com/apache/incubator-kie-optaplanner
learning-note,rbmonster,3313,2020-06-15T16:47:25Z,2024-09-21 22:01:17.105717+00:00,134716432.105717,0,https://github.com/rbmonster/learning-note
AxonFramework,AxonFramework,3310,2011-12-02T16:04:42Z,2024-09-21 22:01:17.105717+00:00,404114195.105717,123,https://github.com/AxonFramework/AxonFramework
jvm-tools,aragozin,3308,2012-04-28T09:28:32Z,2024-09-21 22:01:17.105717+00:00,391350765.105717,0,https://github.com/aragozin/jvm-tools
chatgpt-java,Grt1228,3307,2023-02-11T08:54:54Z,2024-09-21 22:01:17.105717+00:00,50850383.105717,10,https://github.com/Grt1228/chatgpt-java
igniter,trojan-gfw,3307,2018-11-08T22:19:03Z,2024-09-21 22:01:17.105717+00:00,185240534.105717,33,https://github.com/trojan-gfw/igniter
99-problems,shekhargulati,3306,2015-11-22T05:56:33Z,2024-09-21 22:01:17.105717+00:00,278784284.105717,0,https://github.com/shekhargulati/99-problems
SuperTextView,chenBingX,3303,2017-04-17T11:32:41Z,2024-09-21 22:01:17.105717+00:00,234527316.105717,33,https://github.com/chenBingX/SuperTextView
linkis,apache,3294,2019-07-23T06:41:51Z,2024-09-21 22:01:17.105717+00:00,163091966.105717,31,https://github.com/apache/linkis
android,cSploit,3292,2014-10-04T05:53:29Z,2024-09-21 22:01:17.105717+00:00,314554068.105717,33,https://github.com/cSploit/android
actor-platform,actorapp,3286,2015-06-21T00:29:57Z,2024-09-21 22:01:17.105717+00:00,292109480.105717,97,https://github.com/actorapp/actor-platform
jvm-serializers,eishay,3286,2010-04-25T03:12:00Z,2024-09-21 22:01:17.105717+00:00,454790957.105717,0,https://github.com/eishay/jvm-serializers
leetcode,gouthampradhan,3277,2017-03-09T10:30:30Z,2024-09-21 22:01:17.105717+00:00,237900647.105717,0,https://github.com/gouthampradhan/leetcode
openj9,eclipse-openj9,3271,2017-08-25T13:46:07Z,2024-09-21 22:01:17.105717+00:00,223287310.105717,48,https://github.com/eclipse-openj9/openj9
LeafPic,UnevenSoftware,3265,2016-01-07T17:24:12Z,2024-09-21 22:01:17.105717+00:00,274768625.105717,7,https://github.com/UnevenSoftware/LeafPic
SurveyKing,javahuang,3261,2021-09-06T13:34:14Z,2024-09-21 22:01:17.105717+00:00,96020823.105717,3,https://github.com/javahuang/SurveyKing
Chronicle-Queue,OpenHFT,3261,2013-06-02T15:11:33Z,2024-09-21 22:01:17.105717+00:00,356770184.105717,511,https://github.com/OpenHFT/Chronicle-Queue
UETool,eleme,3258,2018-05-16T08:13:17Z,2024-09-21 22:01:17.105717+00:00,200497680.105717,10,https://github.com/eleme/UETool
hope-boot,java-aodeng,3257,2018-10-17T07:50:48Z,2024-09-21 22:01:17.105717+00:00,187193429.105717,2,https://github.com/java-aodeng/hope-boot
PRDownloader,amitshekhariitbhu,3254,2017-11-11T19:29:38Z,2024-09-21 22:01:17.105717+00:00,216527499.105717,7,https://github.com/amitshekhariitbhu/PRDownloader
springdoc-openapi,springdoc,3252,2019-07-11T23:08:20Z,2024-09-21 22:01:17.105717+00:00,164069577.105717,79,https://github.com/springdoc/springdoc-openapi
maestro,Netflix,3249,2024-04-17T01:15:56Z,2024-09-21 22:01:17.105717+00:00,13639521.105717,0,https://github.com/Netflix/maestro
sndcpy,rom1v,3249,2020-06-09T19:36:57Z,2024-09-21 22:01:17.105717+00:00,135224660.105717,2,https://github.com/rom1v/sndcpy
ChipsLayoutManager,BelooS,3247,2016-08-03T19:23:43Z,2024-09-21 22:01:17.105717+00:00,256703854.105717,11,https://github.com/BelooS/ChipsLayoutManager
Cockroach,android-notes,3245,2017-02-14T03:43:51Z,2024-09-21 22:01:17.105717+00:00,239912246.105717,1,https://github.com/android-notes/Cockroach
Android-Tips,tangqi92,3238,2015-09-10T09:01:47Z,2024-09-21 22:01:17.105717+00:00,285080370.105717,0,https://github.com/tangqi92/Android-Tips
librec,guoguibing,3237,2014-01-09T16:06:11Z,2024-09-21 22:01:17.105717+00:00,337672506.105717,3,https://github.com/guoguibing/librec
jfinal,jfinal,3235,2012-04-25T08:48:48Z,2024-09-21 22:01:17.105717+00:00,391612349.105717,0,https://github.com/jfinal/jfinal
react-native-notifications,wix,3231,2016-04-06T13:17:44Z,2024-09-21 22:01:17.105717+00:00,267007413.105717,28,https://github.com/wix/react-native-notifications
javacore,dunwu,3230,2017-08-18T11:05:08Z,2024-09-21 22:01:17.105717+00:00,223901769.105717,0,https://github.com/dunwu/javacore
cyberduck,iterate-ch,3230,2017-01-20T14:16:34Z,2024-09-21 22:01:17.105717+00:00,242034283.105717,0,https://github.com/iterate-ch/cyberduck
my-site,WinterChenS,3230,2018-05-03T09:05:37Z,2024-09-21 22:01:17.105717+00:00,201617740.105717,0,https://github.com/WinterChenS/my-site
GalleryFinal,pengjianbo,3228,2015-09-21T07:01:17Z,2024-09-21 22:01:17.105717+00:00,284137200.105717,4,https://github.com/pengjianbo/GalleryFinal
concurrency-limits,Netflix,3228,2017-12-11T19:32:41Z,2024-09-21 22:01:17.105717+00:00,213935316.105717,100,https://github.com/Netflix/concurrency-limits
camunda,camunda,3224,2016-03-20T03:38:04Z,2024-09-21 22:01:17.105717+00:00,268510993.105717,300,https://github.com/camunda/camunda
android-saripaar,ragunathjawahar,3223,2012-09-08T11:52:30Z,2024-09-21 22:01:17.105717+00:00,379850927.105717,3,https://github.com/ragunathjawahar/android-saripaar
AndroidViewHover,daimajia,3210,2014-08-08T12:04:43Z,2024-09-21 22:01:17.105717+00:00,319456594.105717,4,https://github.com/daimajia/AndroidViewHover
LoganSquare,bluelinelabs,3210,2015-02-17T03:24:12Z,2024-09-21 22:01:17.105717+00:00,302812625.105717,0,https://github.com/bluelinelabs/LoganSquare
